imgs,segs
HGG\flair\patient042_slice081.png,HGG\seg\patient042_slice081.png
HGG\flair\patient187_slice111.png,HGG\seg\patient187_slice111.png
LGG\flair\patient025_slice086.png,LGG\seg\patient025_slice086.png
HGG\flair\patient104_slice117.png,HGG\seg\patient104_slice117.png
HGG\flair\patient085_slice090.png,HGG\seg\patient085_slice090.png
HGG\flair\patient051_slice082.png,HGG\seg\patient051_slice082.png
HGG\flair\patient254_slice108.png,HGG\seg\patient254_slice108.png
LGG\flair\patient075_slice097.png,LGG\seg\patient075_slice097.png
LGG\flair\patient008_slice075.png,LGG\seg\patient008_slice075.png
HGG\flair\patient074_slice110.png,HGG\seg\patient074_slice110.png
HGG\flair\patient248_slice078.png,HGG\seg\patient248_slice078.png
LGG\flair\patient036_slice073.png,LGG\seg\patient036_slice073.png
HGG\flair\patient179_slice080.png,HGG\seg\patient179_slice080.png
HGG\flair\patient108_slice102.png,HGG\seg\patient108_slice102.png
LGG\flair\patient063_slice118.png,LGG\seg\patient063_slice118.png
LGG\flair\patient030_slice073.png,LGG\seg\patient030_slice073.png
HGG\flair\patient164_slice087.png,HGG\seg\patient164_slice087.png
HGG\flair\patient090_slice119.png,HGG\seg\patient090_slice119.png
LGG\flair\patient040_slice098.png,LGG\seg\patient040_slice098.png
HGG\flair\patient062_slice104.png,HGG\seg\patient062_slice104.png
HGG\flair\patient203_slice118.png,HGG\seg\patient203_slice118.png
LGG\flair\patient026_slice111.png,LGG\seg\patient026_slice111.png
HGG\flair\patient238_slice106.png,HGG\seg\patient238_slice106.png
HGG\flair\patient169_slice087.png,HGG\seg\patient169_slice087.png
HGG\flair\patient241_slice113.png,HGG\seg\patient241_slice113.png
LGG\flair\patient040_slice080.png,LGG\seg\patient040_slice080.png
HGG\flair\patient102_slice078.png,HGG\seg\patient102_slice078.png
LGG\flair\patient016_slice080.png,LGG\seg\patient016_slice080.png
HGG\flair\patient125_slice103.png,HGG\seg\patient125_slice103.png
HGG\flair\patient149_slice082.png,HGG\seg\patient149_slice082.png
LGG\flair\patient032_slice081.png,LGG\seg\patient032_slice081.png
LGG\flair\patient054_slice081.png,LGG\seg\patient054_slice081.png
HGG\flair\patient039_slice073.png,HGG\seg\patient039_slice073.png
HGG\flair\patient016_slice108.png,HGG\seg\patient016_slice108.png
HGG\flair\patient008_slice073.png,HGG\seg\patient008_slice073.png
LGG\flair\patient023_slice071.png,LGG\seg\patient023_slice071.png
LGG\flair\patient057_slice102.png,LGG\seg\patient057_slice102.png
HGG\flair\patient200_slice078.png,HGG\seg\patient200_slice078.png
LGG\flair\patient014_slice088.png,LGG\seg\patient014_slice088.png
LGG\flair\patient076_slice118.png,LGG\seg\patient076_slice118.png
HGG\flair\patient075_slice105.png,HGG\seg\patient075_slice105.png
HGG\flair\patient208_slice091.png,HGG\seg\patient208_slice091.png
HGG\flair\patient134_slice072.png,HGG\seg\patient134_slice072.png
HGG\flair\patient010_slice104.png,HGG\seg\patient010_slice104.png
HGG\flair\patient037_slice083.png,HGG\seg\patient037_slice083.png
LGG\flair\patient029_slice095.png,LGG\seg\patient029_slice095.png
HGG\flair\patient234_slice085.png,HGG\seg\patient234_slice085.png
HGG\flair\patient024_slice083.png,HGG\seg\patient024_slice083.png
HGG\flair\patient030_slice093.png,HGG\seg\patient030_slice093.png
HGG\flair\patient172_slice087.png,HGG\seg\patient172_slice087.png
HGG\flair\patient164_slice085.png,HGG\seg\patient164_slice085.png
HGG\flair\patient214_slice082.png,HGG\seg\patient214_slice082.png
HGG\flair\patient111_slice110.png,HGG\seg\patient111_slice110.png
HGG\flair\patient043_slice096.png,HGG\seg\patient043_slice096.png
HGG\flair\patient093_slice092.png,HGG\seg\patient093_slice092.png
HGG\flair\patient121_slice074.png,HGG\seg\patient121_slice074.png
HGG\flair\patient196_slice072.png,HGG\seg\patient196_slice072.png
LGG\flair\patient039_slice111.png,LGG\seg\patient039_slice111.png
HGG\flair\patient111_slice088.png,HGG\seg\patient111_slice088.png
HGG\flair\patient185_slice087.png,HGG\seg\patient185_slice087.png
HGG\flair\patient210_slice107.png,HGG\seg\patient210_slice107.png
LGG\flair\patient007_slice099.png,LGG\seg\patient007_slice099.png
LGG\flair\patient076_slice115.png,LGG\seg\patient076_slice115.png
HGG\flair\patient207_slice082.png,HGG\seg\patient207_slice082.png
HGG\flair\patient043_slice098.png,HGG\seg\patient043_slice098.png
HGG\flair\patient024_slice119.png,HGG\seg\patient024_slice119.png
HGG\flair\patient024_slice080.png,HGG\seg\patient024_slice080.png
HGG\flair\patient106_slice117.png,HGG\seg\patient106_slice117.png
LGG\flair\patient040_slice090.png,LGG\seg\patient040_slice090.png
HGG\flair\patient104_slice109.png,HGG\seg\patient104_slice109.png
HGG\flair\patient155_slice072.png,HGG\seg\patient155_slice072.png
HGG\flair\patient205_slice082.png,HGG\seg\patient205_slice082.png
HGG\flair\patient041_slice092.png,HGG\seg\patient041_slice092.png
LGG\flair\patient015_slice092.png,LGG\seg\patient015_slice092.png
HGG\flair\patient191_slice086.png,HGG\seg\patient191_slice086.png
LGG\flair\patient076_slice075.png,LGG\seg\patient076_slice075.png
LGG\flair\patient071_slice104.png,LGG\seg\patient071_slice104.png
LGG\flair\patient036_slice093.png,LGG\seg\patient036_slice093.png
HGG\flair\patient100_slice106.png,HGG\seg\patient100_slice106.png
HGG\flair\patient157_slice081.png,HGG\seg\patient157_slice081.png
HGG\flair\patient225_slice098.png,HGG\seg\patient225_slice098.png
HGG\flair\patient185_slice097.png,HGG\seg\patient185_slice097.png
HGG\flair\patient254_slice109.png,HGG\seg\patient254_slice109.png
HGG\flair\patient143_slice097.png,HGG\seg\patient143_slice097.png
HGG\flair\patient175_slice109.png,HGG\seg\patient175_slice109.png
HGG\flair\patient025_slice093.png,HGG\seg\patient025_slice093.png
HGG\flair\patient018_slice118.png,HGG\seg\patient018_slice118.png
HGG\flair\patient074_slice089.png,HGG\seg\patient074_slice089.png
HGG\flair\patient227_slice082.png,HGG\seg\patient227_slice082.png
HGG\flair\patient188_slice072.png,HGG\seg\patient188_slice072.png
HGG\flair\patient063_slice078.png,HGG\seg\patient063_slice078.png
HGG\flair\patient258_slice079.png,HGG\seg\patient258_slice079.png
HGG\flair\patient017_slice093.png,HGG\seg\patient017_slice093.png
HGG\flair\patient003_slice114.png,HGG\seg\patient003_slice114.png
HGG\flair\patient013_slice093.png,HGG\seg\patient013_slice093.png
LGG\flair\patient061_slice077.png,LGG\seg\patient061_slice077.png
HGG\flair\patient130_slice112.png,HGG\seg\patient130_slice112.png
LGG\flair\patient011_slice078.png,LGG\seg\patient011_slice078.png
HGG\flair\patient085_slice074.png,HGG\seg\patient085_slice074.png
LGG\flair\patient075_slice075.png,LGG\seg\patient075_slice075.png
HGG\flair\patient219_slice081.png,HGG\seg\patient219_slice081.png
HGG\flair\patient135_slice081.png,HGG\seg\patient135_slice081.png
HGG\flair\patient164_slice073.png,HGG\seg\patient164_slice073.png
LGG\flair\patient039_slice113.png,LGG\seg\patient039_slice113.png
HGG\flair\patient237_slice073.png,HGG\seg\patient237_slice073.png
LGG\flair\patient061_slice082.png,LGG\seg\patient061_slice082.png
HGG\flair\patient189_slice075.png,HGG\seg\patient189_slice075.png
HGG\flair\patient125_slice107.png,HGG\seg\patient125_slice107.png
HGG\flair\patient055_slice072.png,HGG\seg\patient055_slice072.png
HGG\flair\patient023_slice103.png,HGG\seg\patient023_slice103.png
HGG\flair\patient237_slice104.png,HGG\seg\patient237_slice104.png
HGG\flair\patient066_slice077.png,HGG\seg\patient066_slice077.png
HGG\flair\patient195_slice091.png,HGG\seg\patient195_slice091.png
HGG\flair\patient100_slice077.png,HGG\seg\patient100_slice077.png
LGG\flair\patient071_slice102.png,LGG\seg\patient071_slice102.png
LGG\flair\patient025_slice071.png,LGG\seg\patient025_slice071.png
HGG\flair\patient237_slice112.png,HGG\seg\patient237_slice112.png
HGG\flair\patient198_slice098.png,HGG\seg\patient198_slice098.png
HGG\flair\patient211_slice087.png,HGG\seg\patient211_slice087.png
LGG\flair\patient048_slice094.png,LGG\seg\patient048_slice094.png
HGG\flair\patient125_slice097.png,HGG\seg\patient125_slice097.png
LGG\flair\patient070_slice090.png,LGG\seg\patient070_slice090.png
HGG\flair\patient183_slice075.png,HGG\seg\patient183_slice075.png
HGG\flair\patient009_slice088.png,HGG\seg\patient009_slice088.png
HGG\flair\patient235_slice115.png,HGG\seg\patient235_slice115.png
HGG\flair\patient199_slice090.png,HGG\seg\patient199_slice090.png
LGG\flair\patient003_slice070.png,LGG\seg\patient003_slice070.png
HGG\flair\patient035_slice086.png,HGG\seg\patient035_slice086.png
LGG\flair\patient070_slice088.png,LGG\seg\patient070_slice088.png
LGG\flair\patient010_slice075.png,LGG\seg\patient010_slice075.png
LGG\flair\patient036_slice119.png,LGG\seg\patient036_slice119.png
HGG\flair\patient101_slice080.png,HGG\seg\patient101_slice080.png
HGG\flair\patient182_slice082.png,HGG\seg\patient182_slice082.png
LGG\flair\patient061_slice073.png,LGG\seg\patient061_slice073.png
HGG\flair\patient257_slice109.png,HGG\seg\patient257_slice109.png
LGG\flair\patient030_slice109.png,LGG\seg\patient030_slice109.png
HGG\flair\patient169_slice072.png,HGG\seg\patient169_slice072.png
HGG\flair\patient176_slice090.png,HGG\seg\patient176_slice090.png
HGG\flair\patient131_slice070.png,HGG\seg\patient131_slice070.png
HGG\flair\patient257_slice101.png,HGG\seg\patient257_slice101.png
HGG\flair\patient065_slice077.png,HGG\seg\patient065_slice077.png
LGG\flair\patient050_slice079.png,LGG\seg\patient050_slice079.png
HGG\flair\patient223_slice090.png,HGG\seg\patient223_slice090.png
HGG\flair\patient092_slice105.png,HGG\seg\patient092_slice105.png
HGG\flair\patient020_slice104.png,HGG\seg\patient020_slice104.png
HGG\flair\patient122_slice070.png,HGG\seg\patient122_slice070.png
HGG\flair\patient151_slice082.png,HGG\seg\patient151_slice082.png
HGG\flair\patient235_slice097.png,HGG\seg\patient235_slice097.png
HGG\flair\patient041_slice090.png,HGG\seg\patient041_slice090.png
HGG\flair\patient044_slice076.png,HGG\seg\patient044_slice076.png
HGG\flair\patient071_slice092.png,HGG\seg\patient071_slice092.png
LGG\flair\patient013_slice081.png,LGG\seg\patient013_slice081.png
LGG\flair\patient071_slice073.png,LGG\seg\patient071_slice073.png
HGG\flair\patient069_slice108.png,HGG\seg\patient069_slice108.png
HGG\flair\patient092_slice114.png,HGG\seg\patient092_slice114.png
HGG\flair\patient076_slice115.png,HGG\seg\patient076_slice115.png
LGG\flair\patient043_slice112.png,LGG\seg\patient043_slice112.png
LGG\flair\patient040_slice096.png,LGG\seg\patient040_slice096.png
HGG\flair\patient195_slice079.png,HGG\seg\patient195_slice079.png
HGG\flair\patient194_slice105.png,HGG\seg\patient194_slice105.png
HGG\flair\patient180_slice094.png,HGG\seg\patient180_slice094.png
HGG\flair\patient011_slice095.png,HGG\seg\patient011_slice095.png
HGG\flair\patient175_slice107.png,HGG\seg\patient175_slice107.png
LGG\flair\patient051_slice090.png,LGG\seg\patient051_slice090.png
HGG\flair\patient051_slice085.png,HGG\seg\patient051_slice085.png
HGG\flair\patient259_slice077.png,HGG\seg\patient259_slice077.png
LGG\flair\patient033_slice099.png,LGG\seg\patient033_slice099.png
LGG\flair\patient027_slice099.png,LGG\seg\patient027_slice099.png
HGG\flair\patient132_slice114.png,HGG\seg\patient132_slice114.png
HGG\flair\patient253_slice081.png,HGG\seg\patient253_slice081.png
HGG\flair\patient045_slice115.png,HGG\seg\patient045_slice115.png
HGG\flair\patient036_slice115.png,HGG\seg\patient036_slice115.png
LGG\flair\patient032_slice094.png,LGG\seg\patient032_slice094.png
HGG\flair\patient164_slice075.png,HGG\seg\patient164_slice075.png
HGG\flair\patient083_slice074.png,HGG\seg\patient083_slice074.png
HGG\flair\patient202_slice071.png,HGG\seg\patient202_slice071.png
HGG\flair\patient054_slice098.png,HGG\seg\patient054_slice098.png
HGG\flair\patient025_slice111.png,HGG\seg\patient025_slice111.png
HGG\flair\patient195_slice108.png,HGG\seg\patient195_slice108.png
HGG\flair\patient021_slice077.png,HGG\seg\patient021_slice077.png
HGG\flair\patient197_slice098.png,HGG\seg\patient197_slice098.png
HGG\flair\patient156_slice085.png,HGG\seg\patient156_slice085.png
HGG\flair\patient005_slice082.png,HGG\seg\patient005_slice082.png
HGG\flair\patient198_slice117.png,HGG\seg\patient198_slice117.png
HGG\flair\patient016_slice080.png,HGG\seg\patient016_slice080.png
HGG\flair\patient220_slice080.png,HGG\seg\patient220_slice080.png
HGG\flair\patient021_slice090.png,HGG\seg\patient021_slice090.png
HGG\flair\patient188_slice071.png,HGG\seg\patient188_slice071.png
HGG\flair\patient245_slice071.png,HGG\seg\patient245_slice071.png
HGG\flair\patient036_slice081.png,HGG\seg\patient036_slice081.png
HGG\flair\patient124_slice103.png,HGG\seg\patient124_slice103.png
HGG\flair\patient137_slice075.png,HGG\seg\patient137_slice075.png
HGG\flair\patient228_slice098.png,HGG\seg\patient228_slice098.png
LGG\flair\patient029_slice114.png,LGG\seg\patient029_slice114.png
HGG\flair\patient174_slice077.png,HGG\seg\patient174_slice077.png
LGG\flair\patient011_slice090.png,LGG\seg\patient011_slice090.png
HGG\flair\patient070_slice074.png,HGG\seg\patient070_slice074.png
HGG\flair\patient230_slice101.png,HGG\seg\patient230_slice101.png
HGG\flair\patient008_slice088.png,HGG\seg\patient008_slice088.png
LGG\flair\patient031_slice071.png,LGG\seg\patient031_slice071.png
HGG\flair\patient183_slice118.png,HGG\seg\patient183_slice118.png
HGG\flair\patient226_slice114.png,HGG\seg\patient226_slice114.png
HGG\flair\patient125_slice098.png,HGG\seg\patient125_slice098.png
HGG\flair\patient229_slice075.png,HGG\seg\patient229_slice075.png
HGG\flair\patient025_slice088.png,HGG\seg\patient025_slice088.png
HGG\flair\patient152_slice088.png,HGG\seg\patient152_slice088.png
HGG\flair\patient182_slice085.png,HGG\seg\patient182_slice085.png
HGG\flair\patient084_slice094.png,HGG\seg\patient084_slice094.png
HGG\flair\patient201_slice103.png,HGG\seg\patient201_slice103.png
HGG\flair\patient254_slice113.png,HGG\seg\patient254_slice113.png
HGG\flair\patient168_slice115.png,HGG\seg\patient168_slice115.png
HGG\flair\patient018_slice074.png,HGG\seg\patient018_slice074.png
HGG\flair\patient138_slice103.png,HGG\seg\patient138_slice103.png
HGG\flair\patient259_slice108.png,HGG\seg\patient259_slice108.png
HGG\flair\patient256_slice110.png,HGG\seg\patient256_slice110.png
HGG\flair\patient057_slice079.png,HGG\seg\patient057_slice079.png
HGG\flair\patient021_slice111.png,HGG\seg\patient021_slice111.png
LGG\flair\patient062_slice104.png,LGG\seg\patient062_slice104.png
HGG\flair\patient141_slice112.png,HGG\seg\patient141_slice112.png
LGG\flair\patient039_slice083.png,LGG\seg\patient039_slice083.png
HGG\flair\patient163_slice091.png,HGG\seg\patient163_slice091.png
HGG\flair\patient007_slice110.png,HGG\seg\patient007_slice110.png
HGG\flair\patient062_slice091.png,HGG\seg\patient062_slice091.png
HGG\flair\patient243_slice105.png,HGG\seg\patient243_slice105.png
HGG\flair\patient210_slice086.png,HGG\seg\patient210_slice086.png
HGG\flair\patient234_slice070.png,HGG\seg\patient234_slice070.png
HGG\flair\patient002_slice081.png,HGG\seg\patient002_slice081.png
HGG\flair\patient237_slice083.png,HGG\seg\patient237_slice083.png
LGG\flair\patient069_slice079.png,LGG\seg\patient069_slice079.png
HGG\flair\patient114_slice100.png,HGG\seg\patient114_slice100.png
HGG\flair\patient091_slice071.png,HGG\seg\patient091_slice071.png
HGG\flair\patient197_slice102.png,HGG\seg\patient197_slice102.png
HGG\flair\patient064_slice072.png,HGG\seg\patient064_slice072.png
HGG\flair\patient225_slice097.png,HGG\seg\patient225_slice097.png
HGG\flair\patient220_slice075.png,HGG\seg\patient220_slice075.png
HGG\flair\patient223_slice086.png,HGG\seg\patient223_slice086.png
HGG\flair\patient102_slice075.png,HGG\seg\patient102_slice075.png
HGG\flair\patient074_slice084.png,HGG\seg\patient074_slice084.png
LGG\flair\patient020_slice074.png,LGG\seg\patient020_slice074.png
HGG\flair\patient170_slice091.png,HGG\seg\patient170_slice091.png
HGG\flair\patient105_slice105.png,HGG\seg\patient105_slice105.png
HGG\flair\patient044_slice077.png,HGG\seg\patient044_slice077.png
HGG\flair\patient079_slice113.png,HGG\seg\patient079_slice113.png
HGG\flair\patient186_slice096.png,HGG\seg\patient186_slice096.png
HGG\flair\patient076_slice074.png,HGG\seg\patient076_slice074.png
HGG\flair\patient064_slice096.png,HGG\seg\patient064_slice096.png
LGG\flair\patient056_slice104.png,LGG\seg\patient056_slice104.png
HGG\flair\patient065_slice097.png,HGG\seg\patient065_slice097.png
HGG\flair\patient254_slice098.png,HGG\seg\patient254_slice098.png
LGG\flair\patient060_slice089.png,LGG\seg\patient060_slice089.png
HGG\flair\patient102_slice111.png,HGG\seg\patient102_slice111.png
HGG\flair\patient246_slice081.png,HGG\seg\patient246_slice081.png
HGG\flair\patient170_slice095.png,HGG\seg\patient170_slice095.png
HGG\flair\patient149_slice085.png,HGG\seg\patient149_slice085.png
HGG\flair\patient182_slice088.png,HGG\seg\patient182_slice088.png
HGG\flair\patient038_slice076.png,HGG\seg\patient038_slice076.png
HGG\flair\patient215_slice079.png,HGG\seg\patient215_slice079.png
LGG\flair\patient017_slice103.png,LGG\seg\patient017_slice103.png
HGG\flair\patient005_slice085.png,HGG\seg\patient005_slice085.png
HGG\flair\patient258_slice074.png,HGG\seg\patient258_slice074.png
HGG\flair\patient080_slice078.png,HGG\seg\patient080_slice078.png
HGG\flair\patient002_slice113.png,HGG\seg\patient002_slice113.png
HGG\flair\patient026_slice113.png,HGG\seg\patient026_slice113.png
HGG\flair\patient210_slice081.png,HGG\seg\patient210_slice081.png
HGG\flair\patient045_slice117.png,HGG\seg\patient045_slice117.png
LGG\flair\patient034_slice075.png,LGG\seg\patient034_slice075.png
LGG\flair\patient007_slice091.png,LGG\seg\patient007_slice091.png
HGG\flair\patient143_slice079.png,HGG\seg\patient143_slice079.png
HGG\flair\patient183_slice089.png,HGG\seg\patient183_slice089.png
HGG\flair\patient108_slice104.png,HGG\seg\patient108_slice104.png
HGG\flair\patient128_slice109.png,HGG\seg\patient128_slice109.png
HGG\flair\patient096_slice105.png,HGG\seg\patient096_slice105.png
HGG\flair\patient026_slice114.png,HGG\seg\patient026_slice114.png
HGG\flair\patient228_slice099.png,HGG\seg\patient228_slice099.png
HGG\flair\patient124_slice071.png,HGG\seg\patient124_slice071.png
HGG\flair\patient004_slice081.png,HGG\seg\patient004_slice081.png
HGG\flair\patient157_slice100.png,HGG\seg\patient157_slice100.png
LGG\flair\patient031_slice097.png,LGG\seg\patient031_slice097.png
LGG\flair\patient065_slice075.png,LGG\seg\patient065_slice075.png
HGG\flair\patient005_slice103.png,HGG\seg\patient005_slice103.png
HGG\flair\patient102_slice105.png,HGG\seg\patient102_slice105.png
HGG\flair\patient253_slice085.png,HGG\seg\patient253_slice085.png
LGG\flair\patient076_slice091.png,LGG\seg\patient076_slice091.png
HGG\flair\patient250_slice084.png,HGG\seg\patient250_slice084.png
HGG\flair\patient188_slice083.png,HGG\seg\patient188_slice083.png
HGG\flair\patient163_slice096.png,HGG\seg\patient163_slice096.png
HGG\flair\patient240_slice113.png,HGG\seg\patient240_slice113.png
HGG\flair\patient197_slice105.png,HGG\seg\patient197_slice105.png
HGG\flair\patient223_slice103.png,HGG\seg\patient223_slice103.png
HGG\flair\patient114_slice096.png,HGG\seg\patient114_slice096.png
HGG\flair\patient011_slice090.png,HGG\seg\patient011_slice090.png
HGG\flair\patient149_slice095.png,HGG\seg\patient149_slice095.png
HGG\flair\patient191_slice092.png,HGG\seg\patient191_slice092.png
HGG\flair\patient154_slice077.png,HGG\seg\patient154_slice077.png
HGG\flair\patient184_slice075.png,HGG\seg\patient184_slice075.png
HGG\flair\patient114_slice111.png,HGG\seg\patient114_slice111.png
HGG\flair\patient195_slice086.png,HGG\seg\patient195_slice086.png
HGG\flair\patient107_slice093.png,HGG\seg\patient107_slice093.png
HGG\flair\patient134_slice078.png,HGG\seg\patient134_slice078.png
HGG\flair\patient240_slice115.png,HGG\seg\patient240_slice115.png
HGG\flair\patient245_slice099.png,HGG\seg\patient245_slice099.png
HGG\flair\patient114_slice103.png,HGG\seg\patient114_slice103.png
HGG\flair\patient021_slice112.png,HGG\seg\patient021_slice112.png
LGG\flair\patient051_slice095.png,LGG\seg\patient051_slice095.png
HGG\flair\patient050_slice076.png,HGG\seg\patient050_slice076.png
HGG\flair\patient134_slice094.png,HGG\seg\patient134_slice094.png
LGG\flair\patient046_slice083.png,LGG\seg\patient046_slice083.png
HGG\flair\patient220_slice103.png,HGG\seg\patient220_slice103.png
HGG\flair\patient173_slice112.png,HGG\seg\patient173_slice112.png
HGG\flair\patient012_slice082.png,HGG\seg\patient012_slice082.png
LGG\flair\patient040_slice082.png,LGG\seg\patient040_slice082.png
LGG\flair\patient039_slice070.png,LGG\seg\patient039_slice070.png
HGG\flair\patient168_slice087.png,HGG\seg\patient168_slice087.png
HGG\flair\patient066_slice101.png,HGG\seg\patient066_slice101.png
HGG\flair\patient258_slice096.png,HGG\seg\patient258_slice096.png
HGG\flair\patient177_slice077.png,HGG\seg\patient177_slice077.png
HGG\flair\patient102_slice116.png,HGG\seg\patient102_slice116.png
HGG\flair\patient205_slice077.png,HGG\seg\patient205_slice077.png
LGG\flair\patient010_slice073.png,LGG\seg\patient010_slice073.png
HGG\flair\patient238_slice088.png,HGG\seg\patient238_slice088.png
HGG\flair\patient082_slice113.png,HGG\seg\patient082_slice113.png
HGG\flair\patient158_slice075.png,HGG\seg\patient158_slice075.png
HGG\flair\patient019_slice083.png,HGG\seg\patient019_slice083.png
HGG\flair\patient122_slice089.png,HGG\seg\patient122_slice089.png
HGG\flair\patient025_slice114.png,HGG\seg\patient025_slice114.png
LGG\flair\patient029_slice116.png,LGG\seg\patient029_slice116.png
HGG\flair\patient079_slice105.png,HGG\seg\patient079_slice105.png
HGG\flair\patient008_slice083.png,HGG\seg\patient008_slice083.png
HGG\flair\patient113_slice076.png,HGG\seg\patient113_slice076.png
HGG\flair\patient180_slice070.png,HGG\seg\patient180_slice070.png
HGG\flair\patient171_slice074.png,HGG\seg\patient171_slice074.png
LGG\flair\patient015_slice109.png,LGG\seg\patient015_slice109.png
LGG\flair\patient014_slice109.png,LGG\seg\patient014_slice109.png
HGG\flair\patient192_slice106.png,HGG\seg\patient192_slice106.png
LGG\flair\patient032_slice119.png,LGG\seg\patient032_slice119.png
HGG\flair\patient047_slice117.png,HGG\seg\patient047_slice117.png
HGG\flair\patient212_slice102.png,HGG\seg\patient212_slice102.png
LGG\flair\patient029_slice073.png,LGG\seg\patient029_slice073.png
LGG\flair\patient019_slice078.png,LGG\seg\patient019_slice078.png
HGG\flair\patient223_slice112.png,HGG\seg\patient223_slice112.png
HGG\flair\patient055_slice117.png,HGG\seg\patient055_slice117.png
HGG\flair\patient203_slice082.png,HGG\seg\patient203_slice082.png
HGG\flair\patient080_slice089.png,HGG\seg\patient080_slice089.png
HGG\flair\patient156_slice084.png,HGG\seg\patient156_slice084.png
HGG\flair\patient132_slice078.png,HGG\seg\patient132_slice078.png
HGG\flair\patient085_slice108.png,HGG\seg\patient085_slice108.png
HGG\flair\patient168_slice074.png,HGG\seg\patient168_slice074.png
HGG\flair\patient026_slice073.png,HGG\seg\patient026_slice073.png
HGG\flair\patient069_slice117.png,HGG\seg\patient069_slice117.png
HGG\flair\patient191_slice106.png,HGG\seg\patient191_slice106.png
HGG\flair\patient085_slice100.png,HGG\seg\patient085_slice100.png
HGG\flair\patient248_slice087.png,HGG\seg\patient248_slice087.png
HGG\flair\patient003_slice098.png,HGG\seg\patient003_slice098.png
LGG\flair\patient029_slice084.png,LGG\seg\patient029_slice084.png
HGG\flair\patient066_slice116.png,HGG\seg\patient066_slice116.png
HGG\flair\patient140_slice078.png,HGG\seg\patient140_slice078.png
HGG\flair\patient194_slice093.png,HGG\seg\patient194_slice093.png
HGG\flair\patient150_slice106.png,HGG\seg\patient150_slice106.png
HGG\flair\patient019_slice102.png,HGG\seg\patient019_slice102.png
HGG\flair\patient075_slice071.png,HGG\seg\patient075_slice071.png
HGG\flair\patient061_slice087.png,HGG\seg\patient061_slice087.png
HGG\flair\patient236_slice117.png,HGG\seg\patient236_slice117.png
HGG\flair\patient149_slice094.png,HGG\seg\patient149_slice094.png
HGG\flair\patient088_slice078.png,HGG\seg\patient088_slice078.png
LGG\flair\patient051_slice099.png,LGG\seg\patient051_slice099.png
HGG\flair\patient211_slice088.png,HGG\seg\patient211_slice088.png
HGG\flair\patient107_slice092.png,HGG\seg\patient107_slice092.png
HGG\flair\patient082_slice088.png,HGG\seg\patient082_slice088.png
HGG\flair\patient137_slice073.png,HGG\seg\patient137_slice073.png
LGG\flair\patient072_slice077.png,LGG\seg\patient072_slice077.png
HGG\flair\patient133_slice084.png,HGG\seg\patient133_slice084.png
HGG\flair\patient228_slice087.png,HGG\seg\patient228_slice087.png
HGG\flair\patient220_slice101.png,HGG\seg\patient220_slice101.png
LGG\flair\patient026_slice091.png,LGG\seg\patient026_slice091.png
HGG\flair\patient175_slice089.png,HGG\seg\patient175_slice089.png
HGG\flair\patient066_slice118.png,HGG\seg\patient066_slice118.png
HGG\flair\patient018_slice080.png,HGG\seg\patient018_slice080.png
HGG\flair\patient178_slice097.png,HGG\seg\patient178_slice097.png
HGG\flair\patient013_slice107.png,HGG\seg\patient013_slice107.png
HGG\flair\patient018_slice085.png,HGG\seg\patient018_slice085.png
LGG\flair\patient071_slice100.png,LGG\seg\patient071_slice100.png
HGG\flair\patient137_slice115.png,HGG\seg\patient137_slice115.png
HGG\flair\patient183_slice096.png,HGG\seg\patient183_slice096.png
HGG\flair\patient232_slice079.png,HGG\seg\patient232_slice079.png
HGG\flair\patient249_slice079.png,HGG\seg\patient249_slice079.png
HGG\flair\patient223_slice114.png,HGG\seg\patient223_slice114.png
HGG\flair\patient002_slice102.png,HGG\seg\patient002_slice102.png
HGG\flair\patient184_slice079.png,HGG\seg\patient184_slice079.png
HGG\flair\patient203_slice092.png,HGG\seg\patient203_slice092.png
HGG\flair\patient234_slice102.png,HGG\seg\patient234_slice102.png
HGG\flair\patient195_slice074.png,HGG\seg\patient195_slice074.png
HGG\flair\patient033_slice094.png,HGG\seg\patient033_slice094.png
HGG\flair\patient162_slice073.png,HGG\seg\patient162_slice073.png
LGG\flair\patient044_slice092.png,LGG\seg\patient044_slice092.png
HGG\flair\patient248_slice088.png,HGG\seg\patient248_slice088.png
LGG\flair\patient056_slice079.png,LGG\seg\patient056_slice079.png
HGG\flair\patient212_slice089.png,HGG\seg\patient212_slice089.png
HGG\flair\patient060_slice087.png,HGG\seg\patient060_slice087.png
HGG\flair\patient206_slice089.png,HGG\seg\patient206_slice089.png
HGG\flair\patient184_slice095.png,HGG\seg\patient184_slice095.png
HGG\flair\patient223_slice096.png,HGG\seg\patient223_slice096.png
HGG\flair\patient215_slice087.png,HGG\seg\patient215_slice087.png
HGG\flair\patient221_slice096.png,HGG\seg\patient221_slice096.png
HGG\flair\patient033_slice111.png,HGG\seg\patient033_slice111.png
LGG\flair\patient070_slice092.png,LGG\seg\patient070_slice092.png
HGG\flair\patient234_slice072.png,HGG\seg\patient234_slice072.png
HGG\flair\patient014_slice109.png,HGG\seg\patient014_slice109.png
HGG\flair\patient085_slice098.png,HGG\seg\patient085_slice098.png
HGG\flair\patient052_slice072.png,HGG\seg\patient052_slice072.png
LGG\flair\patient040_slice097.png,LGG\seg\patient040_slice097.png
HGG\flair\patient048_slice094.png,HGG\seg\patient048_slice094.png
